scenario_id,cat,desc,value,unit,change_ind,notes
scen_1001,field ops,chisel,1,pass/stand life,n,base
scen_1001,field ops,disk,3,pass/stand life,n,base
scen_1001,field ops,"fertilize, est1",1,pass/stand life,n,base
scen_1001,field ops,"fertilize, prod1",6,pass/stand life,n,base
scen_1001,field ops,laser level,3,pass/stand life,n,base
scen_1001,field ops,plant,1,pass/stand life,n,base
scen_1001,field ops,rodent control,6,pass/stand life,n,base
scen_1001,field ops,stand termination,1,pass/stand life,n,base
scen_1001,field ops,weed control,13,pass/stand life,n,base
scen_1001,pesticide,activator 90,96,fl oz/ac,n,base
scen_1001,pesticide,gramoxone,12,pt/ac,n,base
scen_1001,pesticide,herbimax,1,pt/ac,n,base
scen_1001,pesticide,raptor,5,oz/ac,n,base
scen_1001,pesticide,steward,54,fl oz/ac,n,base
scen_1001,pesticide,tricor 75df,3.6,lbs/ac,n,base
scen_1001,pesticide,zinc phosphide,15,lb/ac,n,base
scen_1001,yield,stand life,6,years,n,base
scen_1001,yield,"hay, harvests",3,harvest/year,n,base
scen_1001,yield,"haylage, harvests",0,harvest/year,n,base
scen_1001,yield,hay production,6,ton/ac/yr at 10% moisture,n,base
scen_1001,yield,haylage production,0,ton/ac/yr at 30% moisture,n,base
scen_1001,irrigation,"sprinkler, est",4.5,ac-in/stand life,n,base
scen_1001,irrigation,"sprinkler, prod",24,ac-in/year,n,base
scen_1001,irrigation,"flood, est",0,ac-in/stand life,n,base
scen_1001,irrigation,"flood, prod",0,ac-in/year,n,base
scen_1001,irrigation,"drip, est",0,ac-in/stand life,n,base
scen_1001,irrigation,"drip, prod",0,ac-in/year,n,base
scen_1001,irrigation,fraction from surface source,0.5,frac,n,base
scen_1001,irrigation,depth of well,150,feet,n,base
scen_1001,irrigation,pump pressure,25,psi,n,base
scen_1001,irrigation,flood irr eff,0.7,frac,n,base
scen_1001,irrigation,sprinkler irr eff,0.8,frac,n,base
scen_1001,irrigation,drip irr eff,0.9,frac,n,base
scen_1001,seed,"round-up ready seed, non-dormant",20,lb/ac,n,base
scen_1001,fertility,"est1, 11-52-0 map",200,lb/ac/pass,n,base
scen_1001,fertility,"est1, sulfur",50,lb/ac/pass,n,base
scen_1001,fertility,"est1, potassium",250,lb/ac/pass,n,base
scen_1001,fertility,"est1, sodium molybdate",1,lb/ac/pass,n,base
scen_1001,fertility,"prod1, 11-52-0 map",75,lb/ac/pass,n,base
scen_1001,fertility,"prod1, sulfur",25,lb/ac/pass,n,base
scen_1001,fertility,"prod1, potassium",250,lb/ac/pass,n,base
scen_1001,harvest ops,"haylage, cut",1,pass/harvest,n,base
scen_1001,harvest ops,"haylage, chop",1,pass/harvest,n,base
scen_1001,harvest ops,"hay, swath",1,pass/harvest,n,base
scen_1001,harvest ops,"hay, rake",1,pass/harvest,n,base
scen_1001,harvest ops,"hay, bale",1,pass/harvest,n,base
scen_1001,harvest ops,"hay, stack",1,pass/harvest,n,base
scen_1001,n2o direct,fraction of dm not harvested,0.1,frac,n,base
scen_1001,n2o direct,kg of n per kg dm,0.027,frac,n,base
scen_1001,n2o direct,kg roots per kg dm harvested,0.4,frac,n,base
scen_1001,n2o direct,kg n per kg root dm,0.019,frac,n,base
scen_1001,n2o direct,kg n-n2o emitted per kg applied/residue n,0.005,frac,n,base
scen_1001,n2o indirect,"kg n volatized per kg synthetic n, urea",0.15,frac,n,base
scen_1001,n2o indirect,"kg n volatized per kg synthetic n, ammonium",0.08,frac,n,base
scen_1001,n2o indirect,"kg n volatized per kg synthetic n, nitrate",0.01,frac,n,base
scen_1001,n2o indirect,"kg n volatized per kg synthetic n, ammonium-nitrate",0.05,frac,n,base
scen_1001,n2o indirect,"kg n volatized per kg organic n, organic",0.21,frac,n,base
scen_1001,n2o indirect,kg n-n2o per kg n volatalized,0.005,frac,n,base
scen_1001,n2o indirect,kg n leached per kg n,0.24,frac,n,base
scen_1001,n2o indirect,kg n-n2o per kg n leached,0.011,frac,n,base
scen_1001,carbon credit,county,tulare,NA,n,base
scen_1001,carbon credit,practice,conservation crop rotation (cps 328) - basic rotation,NA,n,base
scen_1001,fertilizer avoidance,type of fertilizer avoided,uan-32,NA,n,base
scen_1001,fertilizer avoidance,"avoided fertilizer, wheat",80,lb n/ac,n,base
scen_1001,fertilizer avoidance,"avoided fertilizer, tomatoes",170,lb n/ac,n,base
scen_1001,pesticide manufacture,flumioxazin,264.5,mj/kg ai,n,base
scen_1001,pesticide manufacture,chlorantraniliprole,214,mj/kg ai,n,base
scen_1001,pesticide manufacture,paraquat,459.4,mj/kg ai,n,base
scen_1001,pesticide manufacture,pendimethalin,264.5,mj/kg ai,n,base
scen_1001,pesticide manufacture,glyphosate,454,mj/kg ai,n,base
scen_1001,pesticide manufacture,lambda-cyhalothrin,214,mj/kg ai,n,base
scen_1001,seed manufacture,seed yield,500,lbs/ac,n,base
scen_1001,energy source,irrigation,diesel,NA,n,base
scen_1001,energy source,"fuel, field ops",diesel,NA,n,base
scen_1001,energy source,"fuel, harvest",diesel,NA,n,base
scen_1001,data source,fuel energy content,epa,NA,n,base
scen_1001,data source,ghg from fuel,epa,NA,n,base
scen_1001,gwp,timespan,100,years,n,base
